Year,Month,Day,Hour,Clearness_Index,Irradiation,Temperature,RH,Pressure,Wind_ Speed,Precipitiation,Wind_Direction
2015,6,8,1,-999,0,24.03,90.77,98.81,3.1,0,245.6
2015,6,8,2,-999,0,23.63,92.41,98.78,2.86,0,246
2015,6,8,3,-999,0,23.27,93.78,98.77,2.64,0,244.7
2015,6,8,4,-999,0,22.96,95.09,98.81,2.47,0,242.5
2015,6,8,5,0.26,12.12,22.95,95.15,98.87,2.42,0,239.9
2015,6,8,6,0.49,158.6,24.69,85.87,98.95,3.57,0,238.2
2015,6,8,7,0.62,383.33,27.05,71.5,99.03,5.03,0,239
2015,6,8,8,0.69,606.25,29.41,58.66,99.06,5.91,0,244.1
2015,6,8,9,0.72,781.55,31.34,50.41,99.06,5.76,0.01,247.4
2015,6,8,10,0.72,882.33,32.92,45.73,98.99,5.19,0.03,247
2015,6,8,11,0.71,916.85,34.16,42.92,98.92,4.64,0.1,245.3
2015,6,8,12,0.66,834.72,35.01,41.3,98.82,4.21,0.23,243.6
2015,6,8,13,0.62,718.6,35.3,40.88,98.74,3.87,0.43,241.9
2015,6,8,14,0.59,585.55,34.93,41.9,98.69,3.82,0.49,241.7
2015,6,8,15,0.51,385.02,33.96,44.65,98.68,4.04,0.41,244
2015,6,8,16,0.43,207.18,32.55,51.48,98.72,3.99,0.38,248.1
2015,6,8,17,0.3,52.15,30.46,62.84,98.81,3.66,0.41,253.8
2015,6,8,18,-999,0,28.67,69.72,98.9,3.95,0.44,260.2
2015,6,8,19,-999,0,27.7,72.79,98.99,4.73,0.5,266.6
2015,6,8,20,-999,0,26.67,76.98,99.07,4.91,0.78,271.5
2015,6,8,21,-999,0,25.77,80.84,99.1,4.65,1.62,273.3
2015,6,8,22,-999,0,25.1,83.77,99.09,4.23,2.48,272.6
2015,6,8,23,-999,0,24.6,85.85,99.03,3.9,2.61,272.2
2015,6,9,0,-999,0,24.23,87.39,98.95,3.66,2.46,273.1
2015,6,9,1,-999,0,23.93,88.6,98.88,3.54,1.98,275
2015,6,9,2,-999,0,23.68,89.64,98.84,3.61,1.29,276.2
2015,6,9,3,-999,0,23.46,90.67,98.83,3.7,0.8,276.5
2015,6,9,4,-999,0,23.3,91.63,98.86,3.65,0.49,276.4
2015,6,9,5,0.24,11.25,23.21,92.34,98.91,3.45,0.28,275.8
2015,6,9,6,0.42,137.55,23.82,89.7,98.98,3.6,0.23,273.5
2015,6,9,7,0.55,339.88,25.49,80.61,99.04,4.2,0.3,271.1
2015,6,9,8,0.65,569.95,27.93,68.16,99.08,5,0.56,273.7
2015,6,9,9,0.69,748,30.06,59.5,99.09,4.96,0.58,277.8
2015,6,9,10,0.72,881.12,31.52,54.31,99.05,4.78,0.53,281.3
2015,6,9,11,0.73,942.53,32.3,51.44,98.97,4.55,0.62,283
2015,6,9,12,0.72,911.97,32.61,49.8,98.87,4.21,0.65,282.4
2015,6,9,13,0.68,788.75,32.91,48.55,98.76,3.88,0.69,280.1
2015,6,9,14,0.64,637.92,33.19,47.91,98.7,3.5,0.55,276.6
2015,6,9,15,0.58,441.98,33.44,47.59,98.67,3.2,0.47,273
2015,6,9,16,0.5,237.4,32.87,51.55,98.7,2.66,0.35,267.8
2015,6,9,17,0.33,56.67,30.93,65.77,98.77,1.95,0.22,257.5
2015,6,9,18,-999,0,29.09,75.86,98.87,2,0.24,245.1
2015,6,9,19,-999,0,28.39,77.14,98.96,2.26,0.33,240.8
2015,6,9,20,-999,0,27.77,78.88,99.04,2.66,0.39,240.5
2015,6,9,21,-999,0,27.16,81.73,99.08,2.89,0.32,241.9
2015,6,9,22,-999,0,26.61,85,99.08,2.82,0.32,243.4
2015,6,9,23,-999,0,26.15,87.56,99.03,2.68,0.21,246.2
2015,6,10,0,-999,0,25.74,89.46,98.96,2.63,0.16,250.3
2015,6,10,1,-999,0,25.44,90.44,98.9,2.69,0.18,255.8
2015,6,10,2,-999,0,25.21,90.89,98.88,2.87,0.15,259.6
2015,6,10,3,-999,0,24.99,91.26,98.88,3.01,0.07,259.7
2015,6,10,4,-999,0,24.78,91.65,98.92,3.02,0.03,258.4
2015,6,10,5,0.25,11.5,24.63,91.57,98.97,3.23,0.01,258.8
2015,6,10,6,0.45,146.8,24.83,89.84,99.03,3.89,0.01,263.5
2015,6,10,7,0.57,352.48,25.45,85.16,99.1,5.12,0.01,274.4
2015,6,10,8,0.66,578.72,26.37,78.23,99.14,5.64,0.54,284.5
2015,6,10,9,0.7,760.03,27.3,71.7,99.14,5.24,0.95,290
2015,6,10,10,0.7,853.95,28.29,66.91,99.08,4.52,1.28,289
2015,6,10,11,0.72,927.88,29.41,62.27,98.99,3.9,2.06,283.5
2015,6,10,12,0.72,905.42,30.42,58.63,98.88,3.53,2.77,274.9
2015,6,10,13,0.69,807.85,31.08,56.54,98.78,3.39,3.7,265.1
2015,6,10,14,0.68,672.97,31.31,56.1,98.7,3.44,4.33,257.2
2015,6,10,15,0.54,411.02,31.13,57.44,98.67,3.35,4.01,251.9
2015,6,10,16,0.48,231.1,30.46,62.54,98.68,2.81,2.47,245.4
2015,6,10,17,0.34,59.33,28.92,74.74,98.72,2.12,2.28,237.5
2015,6,10,18,-999,0,27.48,80.9,98.77,2.22,2.18,228.1
2015,6,10,19,-999,0,27.04,81.81,98.84,2.36,2.26,222.6
2015,6,10,20,-999,0,26.68,82.76,98.9,2.5,2.81,219
2015,6,10,21,-999,0,26.32,83.98,98.94,2.61,4.17,217.2
2015,6,10,22,-999,0,25.96,85.69,98.94,2.72,5.96,219.2
2015,6,10,23,-999,0,25.61,87.6,98.9,2.86,8.88,225
2015,6,11,0,-999,0,25.25,89.54,98.85,2.95,10.84,232.6
2015,6,11,1,-999,0,24.9,91.1,98.82,2.97,13.46,239.9
2015,6,11,2,-999,0,24.58,92.14,98.8,2.89,19.33,249.7
2015,6,11,3,-999,0,24.29,92.63,98.81,2.9,18.99,260.7
2015,6,11,4,-999,0,24.04,92.82,98.84,3.04,16.6,268.7
2015,6,11,5,0.08,3.67,23.92,92.58,98.88,3.32,13.45,273.8
2015,6,11,6,0.08,25.98,24.49,89.87,98.93,4.07,9.92,278.3
2015,6,11,7,0.18,113.18,25.63,85.38,98.97,4.39,7.08,280.2
2015,6,11,8,0.31,269.95,27.54,75.3,98.99,5.3,5.06,278.7
2015,6,11,9,0.42,457.08,29.6,64.96,98.97,5.48,3.11,275
2015,6,11,10,0.61,745.85,31.48,57.02,98.9,5.34,3.11,271.9
2015,6,11,11,0.68,868.67,32.82,52.16,98.82,4.95,4.48,269.9
2015,6,11,12,0.69,872.67,33.68,49.42,98.72,4.57,6.17,267.2
2015,6,11,13,0.62,727.45,33.97,48.44,98.64,4.33,7.77,264.4
2015,6,11,14,0.57,568,33.81,48.85,98.58,4.32,11.27,263.7
2015,6,11,15,0.45,338.2,33.09,51.63,98.59,4.36,13.15,263.3
2015,6,11,16,0.38,182.48,31.7,59.78,98.64,3.78,7.4,261.5
2015,6,11,17,0.3,53.42,29.69,72.62,98.73,3.09,5.52,259.2
2015,6,11,18,-999,0,28.29,78.12,98.81,3.47,4.55,258
2015,6,11,19,-999,0,27.62,80.75,98.89,4.22,3.51,258.8
2015,6,11,20,-999,0,26.93,84.66,98.95,4.35,4.23,260.2
2015,6,11,21,-999,0,26.4,87.55,98.98,4.29,4.74,258.6
2015,6,11,22,-999,0,25.98,89.18,98.96,4.24,3.87,257.3
2015,6,11,23,-999,0,25.58,90.22,98.9,4.23,2.48,257.9
2015,6,12,0,-999,0,25.24,90.73,98.82,4.33,1.26,258.9
2015,6,12,1,-999,0,24.94,91.02,98.75,4.46,0.72,260.1
2015,6,12,2,-999,0,24.75,90.24,98.72,4.81,0.31,262.1
2015,6,12,3,-999,0,24.56,89.97,98.73,4.71,0.2,264.4
2015,6,12,4,-999,0,24.35,90.7,98.78,4.38,0.28,265.7
2015,6,12,5,0.25,11.27,24.28,90.99,98.85,4.11,0.3,265.5
2015,6,12,6,0.41,132.07,24.8,88.73,98.94,4.37,0.07,265.7
2015,6,12,7,0.51,314.05,25.78,83.59,99.03,5.14,0.02,269.3
2015,6,12,8,0.59,521.12,26.94,77,99.07,5.92,0,274.2
2015,6,12,9,0.64,698.2,28.06,70.81,99.08,5.91,0,276.6
2015,6,12,10,0.62,758.6,29.2,65.45,99.04,5.63,0,276.5
2015,6,12,11,0.67,853.95,30.45,60.33,98.97,5.45,0,274.2
2015,6,12,12,0.63,795.53,31.52,56.38,98.88,5.57,0,270.1
2015,6,12,13,0.57,661.67,31.95,54.28,98.8,5.82,0,265.9
2015,6,12,14,0.57,570.05,31.87,53.9,98.74,6.11,0,263.2
2015,6,12,15,0.53,399.67,31.37,55.11,98.74,6.19,0,262.6
2015,6,12,16,0.45,214.27,30.48,58.86,98.77,5.52,0,261.8
2015,6,12,17,0.27,47.78,28.89,66.64,98.83,4.26,0,260
2015,6,12,18,-999,0,27.25,72.81,98.89,3.63,0,257
2015,6,12,19,-999,0,26.58,74.66,98.95,3.62,0,256.9
2015,6,12,20,-999,0,25.98,76.79,99.01,3.52,0,257
2015,6,12,21,-999,0,25.43,78.96,99.02,3.46,0,256.6
2015,6,12,22,-999,0,24.9,81.17,98.99,3.44,0,256.4
2015,6,12,23,-999,0,24.38,83.47,98.92,3.39,0,257.6
2015,6,13,0,-999,0,23.93,85.44,98.86,3.36,0,260.2
2015,6,13,1,-999,0,23.59,86.99,98.8,3.34,0,262.6
2015,6,13,2,-999,0,23.29,88.4,98.78,3.33,0,264.5
2015,6,13,3,-999,0,23.03,89.68,98.77,3.29,0,266.5
2015,6,13,4,-999,0,22.79,91.01,98.79,3.23,0,268.4
2015,6,13,5,0.24,10.82,22.77,91.33,98.83,3.32,0,270.5
2015,6,13,6,0.46,149.5,23.97,85.9,98.9,4.05,0,272.3
2015,6,13,7,0.6,369.77,26.48,75.11,98.96,5.18,0,272.7
2015,6,13,8,0.65,572.95,29.05,64.63,98.99,5.82,0.24,273.7
2015,6,13,9,0.7,755.38,31.12,57.01,98.99,5.62,0.24,272.2
2015,6,13,10,0.73,891.05,32.77,51.61,98.93,5.38,0.53,268.8
2015,6,13,11,0.73,939.88,33.92,47.94,98.83,5.26,1.62,264.4
2015,6,13,12,0.69,876.58,34.55,45.75,98.72,5.3,5.87,259.7
2015,6,13,13,0.66,771.35,34.67,44.96,98.63,5.39,10.85,255.6
2015,6,13,14,0.59,589.53,34.26,45.76,98.55,5.52,26.72,253
2015,6,13,15,0.54,407.38,33.46,48.98,98.53,5.54,51.17,251.5
2015,6,13,16,0.42,202.93,31.98,58.31,98.57,4.64,44.35,249.7
2015,6,13,17,0.32,56.7,29.76,73.3,98.64,3.33,36.8,247
2015,6,13,18,-999,0,27.87,81.41,98.75,3.27,32.4,245.1
2015,6,13,19,-999,0,27.13,83.06,98.84,3.84,24.54,244.9
2015,6,13,20,-999,0,26.41,84.91,98.91,4.26,16.76,247
2015,6,13,21,-999,0,25.77,86.82,98.96,4.44,11.78,250.1
2015,6,13,22,-999,0,25.24,88.69,98.97,4.44,6.13,251.8
2015,6,13,23,-999,0,24.79,90.41,98.93,4.45,3.08,252.2
2015,6,14,0,-999,0,24.41,91.92,98.86,4.45,1.71,254.2
2015,6,14,1,-999,0,24.11,92.96,98.8,4.36,0.92,257.3
2015,6,14,2,-999,0,23.85,93.48,98.75,4.4,0.45,259.7
2015,6,14,3,-999,0,23.58,93.82,98.73,4.31,0.29,261.5
2015,6,14,4,-999,0,23.31,94.13,98.74,4.11,0.17,262.9
2015,6,14,5,0.26,11.7,23.18,93.87,98.78,4.06,0.1,264.9
2015,6,14,6,0.48,154.8,24.02,89.55,98.85,4.51,0.07,267.3
2015,6,14,7,0.6,368.42,25.91,78.56,98.9,5.49,0.04,275.8
2015,6,14,8,0.68,592.05,28.21,64.66,98.91,6.47,0,283.6
2015,6,14,9,0.69,748.35,30.32,53.99,98.9,6.63,0,287.2
2015,6,14,10,0.65,794.12,32.15,47,98.83,6.47,0,288.5
2015,6,14,11,0.73,939.4,33.59,42.62,98.75,6.1,0,286.2
2015,6,14,12,0.73,924.45,34.56,40.19,98.65,5.75,0,280.8
2015,6,14,13,0.69,797.97,35.1,38.87,98.56,5.54,0,274.6
2015,6,14,14,0.63,620.95,35.12,38.66,98.5,5.54,0.01,270.5
2015,6,14,15,0.59,449.3,34.54,40.31,98.47,5.41,0,268.2
2015,6,14,16,0.48,234,33.11,47.73,98.51,4.45,0,264.6
2015,6,14,17,0.36,64.47,30.73,61.23,98.57,3.39,0,258.8
2015,6,14,18,-999,0,28.85,66.48,98.65,3.75,0,257.2
2015,6,14,19,-999,0,28.26,67.28,98.73,4.61,0,260.1
2015,6,14,20,-999,0,27.67,69.23,98.82,5.24,0,263.9
2015,6,14,21,-999,0,26.99,72.6,98.88,5.1,0,267.9
2015,6,14,22,-999,0,26.44,75.28,98.89,5.14,0,273.5
2015,6,14,23,-999,0,25.84,77.77,98.85,4.93,0,278
2015,6,15,0,-999,0,25.24,80.92,98.78,4.46,0,277.6
2015,6,15,1,-999,0,24.79,83.01,98.7,4.24,0.01,276.2
2015,6,15,2,-999,0,24.42,84.56,98.65,4.12,0.01,272.9
2015,6,15,3,-999,0,24.05,86.09,98.63,3.82,0.03,270.9
2015,6,15,4,-999,0,23.69,87.79,98.68,3.42,0.08,270.8
2015,6,15,5,0.26,11.38,23.56,88.12,98.75,3.45,0.08,271.3
2015,6,15,6,0.44,140.23,24.38,83.7,98.83,4.34,0.06,270.4
2015,6,15,7,0.56,341.75,25.97,75.37,98.91,5.14,0.03,272.9
2015,6,15,8,0.64,556.35,28.2,62.44,98.95,6.7,0,283.3
2015,6,15,9,0.68,734.55,30.21,53.09,98.95,7.15,0,289.3
2015,6,15,10,0.7,856.72,31.87,47.05,98.89,7.11,0,290.4
2015,6,15,11,0.64,823.1,33.2,43,98.79,6.93,0,288.6
2015,6,15,12,0.59,742.8,34.24,40.06,98.68,6.87,0,285.2
2015,6,15,13,0.59,684.95,34.83,38.28,98.58,6.83,0,281.3
2015,6,15,14,0.6,595.25,34.94,37.69,98.5,6.87,0,277.4
2015,6,15,15,0.56,427.4,34.47,39.16,98.49,6.7,0,273.7
2015,6,15,16,0.45,215.48,33.15,45.34,98.54,5.85,0,267.8
2015,6,15,17,0.29,53.03,30.74,55.09,98.62,5.66,0,262.4
2015,6,15,18,-999,0,29,59.05,98.74,6.68,0,261.5
2015,6,15,19,-999,0,27.94,62.65,98.83,7.08,0.02,262.1
2015,6,15,20,-999,0,26.81,68.22,98.89,6.21,0.02,264.2
2015,6,15,21,-999,0,26.06,72.15,98.92,5.7,0,269.3
2015,6,15,22,-999,0,25.55,74.77,98.89,5.33,0,274.8
2015,6,15,23,-999,0,25.09,76.88,98.81,4.95,0,278.7
2015,6,16,0,-999,0,24.67,78.61,98.72,4.67,0.01,280.4
2015,6,16,1,-999,0,24.29,80.25,98.64,4.27,0.05,281.1
2015,6,16,2,-999,0,23.98,81.9,98.63,3.73,0.36,281.3
2015,6,16,3,-999,0,23.73,83.53,98.65,3.19,0.19,279.8
2015,6,16,4,-999,0,23.54,84.81,98.7,2.81,0.09,274.5
2015,6,16,5,0.2,8.62,23.46,85.39,98.77,2.72,0.03,266.4
2015,6,16,6,0.29,90.95,24.2,81.27,98.85,3.58,0.04,260.2
2015,6,16,7,0.43,266.6,25.22,76.99,98.9,3.98,0.03,258.1
2015,6,16,8,0.54,474.33,27.15,67.15,98.93,5.45,0.01,268.9
2015,6,16,9,0.58,624.4,29.03,58.43,98.91,6.61,0.01,276.3
2015,6,16,10,0.64,780.97,30.55,52.34,98.85,7.31,0,278
2015,6,16,11,0.58,738.55,31.53,48.51,98.78,7.51,0.01,276.6
2015,6,16,12,0.56,708.75,32.09,46.4,98.69,7.3,0.09,272.4
2015,6,16,13,0.44,512.75,32.32,45.74,98.62,7.18,0.25,266.6
2015,6,16,14,0.45,444.55,32.03,46.69,98.56,7.55,0.36,261.4
2015,6,16,15,0.4,305.12,31.19,49.45,98.55,7.7,0.71,258.2
2015,6,16,16,0.34,165.02,30.02,53.87,98.57,7.05,1.17,256.3
2015,6,16,17,0.25,45,28.48,59.95,98.62,6.01,1.41,255.1
2015,6,16,18,-999,0,27.07,65.87,98.68,5.04,1.66,255.7
2015,6,16,19,-999,0,26.27,69.96,98.76,4.49,2.14,257.8
2015,6,16,20,-999,0,25.7,73.41,98.84,4.14,2.44,258.9
2015,6,16,21,-999,0,25.22,76.69,98.88,3.92,2.49,258.7
2015,6,16,22,-999,0,24.83,79.48,98.88,3.88,2.26,259.4
2015,6,16,23,-999,0,24.52,81.78,98.82,4.06,2.22,261.2
2015,6,17,0,-999,0,24.31,83.41,98.74,4.57,2.53,264.1
2015,6,17,1,-999,0,24.25,83.81,98.67,5.66,2.54,267.5
2015,6,17,2,-999,0,23.98,84.49,98.66,5.48,2.4,267.7
2015,6,17,3,-999,0,23.66,84.7,98.66,5.14,2.46,266
2015,6,17,4,-999,0,23.46,84.46,98.69,4.97,2.34,264
2015,6,17,5,0.14,6.2,23.33,84.72,98.73,4.75,1.83,261.8
2015,6,17,6,0.23,73.7,23.99,82.42,98.8,4.78,1.25,258.9
2015,6,17,7,0.31,187.65,25.43,76.38,98.85,5.43,1.33,260.3
2015,6,17,8,0.27,232.52,27.44,66.08,98.88,7.26,0.01,267.5
2015,6,17,9,0.3,324.8,29.17,58.2,98.86,7.96,0.02,272.2
2015,6,17,10,0.42,516.22,30.4,53.52,98.81,7.9,0.02,273.8
2015,6,17,11,0.46,590.2,31.19,50.98,98.73,7.5,0.02,272.6
2015,6,17,12,0.46,574.33,31.61,50.07,98.64,7.16,0.01,268.3
2015,6,17,13,0.46,539.4,31.78,50.11,98.56,7.07,0.01,262.6
2015,6,17,14,0.45,451.3,31.53,51.44,98.51,7.23,0.02,258.6
2015,6,17,15,0.34,255.82,30.63,54.81,98.51,7.11,0.03,257.4
2015,6,17,16,0.25,122.8,29.46,59.66,98.55,6.54,0.03,257.3
2015,6,17,17,0.18,32.58,28.05,67.08,98.62,5.08,0.02,256
2015,6,17,18,-999,0,26.66,74.51,98.68,4.12,0.02,254.4
2015,6,17,19,-999,0,26.12,77.28,98.73,4.11,0.02,254.8
2015,6,17,20,-999,0,25.64,79.53,98.76,3.99,0.02,257.1
2015,6,17,21,-999,0,25.23,81.07,98.78,4.15,0.03,259.7
2015,6,17,22,-999,0,24.83,82.5,98.75,4.23,0.03,263.5
2015,6,17,23,-999,0,24.47,83.59,98.69,4.33,0.02,268.8
2015,6,18,0,-999,0,24.07,84.92,98.6,3.92,0.01,275.1
2015,6,18,1,-999,0,23.78,85.6,98.52,3.71,0.01,282.5
2015,6,18,2,-999,0,23.52,86.17,98.48,3.56,0.01,286
2015,6,18,3,-999,0,23.31,86.5,98.48,3.45,0.02,285.4
2015,6,18,4,-999,0,23.09,87.14,98.51,3.18,0.02,284
2015,6,18,5,0.13,5.62,22.95,88.23,98.59,2.55,0.01,282.2
2015,6,18,6,0.22,69.9,23.94,83.11,98.7,3.02,0.01,274.6
2015,6,18,7,0.29,179.75,25.34,76.01,98.77,4,0,271.1
2015,6,18,8,0.42,362.83,27.54,66.55,98.83,5.82,5.87,273.6
2015,6,18,9,0.43,457.27,29.76,58.1,98.84,6.99,4.19,276.5
2015,6,18,10,0.49,593.05,31.62,51.18,98.78,7.79,4.96,279.8
2015,6,18,11,0.48,608.97,33.01,46.65,98.67,8.24,6.38,281.8
2015,6,18,12,0.45,566.55,33.94,43.94,98.55,8.47,4.24,281.4
2015,6,18,13,0.46,534.38,34.44,42.49,98.45,8.5,2.47,280.6
2015,6,18,14,0.32,317.77,34.38,42.55,98.39,8.54,1.03,279.9
2015,6,18,15,0.3,227.88,33.5,45,98.41,8.26,0.13,278.6
2015,6,18,16,0.13,62.3,31.89,50.68,98.49,7.3,0.06,276.5
2015,6,18,17,0.15,26.9,29.82,58.72,98.59,6.15,0.01,273.2
2015,6,18,18,-999,0,28.26,65.27,98.7,5.5,0.01,269.4
2015,6,18,19,-999,0,27.36,70.23,98.81,5.08,0.02,265.6
2015,6,18,20,-999,0,26.68,74.56,98.87,4.99,0.07,264.8
2015,6,18,21,-999,0,26.14,77.8,98.87,5.07,0.11,266.3
2015,6,18,22,-999,0,25.62,80.42,98.82,5.13,0.43,267.5
2015,6,18,23,-999,0,25.07,82.97,98.72,4.85,1.91,267.5
2015,6,19,0,-999,0,24.56,85.42,98.65,4.11,5.35,268.9
2015,6,19,1,-999,0,24.13,87.77,98.61,3.49,10.52,272.5
2015,6,19,2,-999,0,23.82,89.58,98.61,3.32,15.37,275
2015,6,19,3,-999,0,23.62,90.95,98.63,3.24,13.74,275.1
2015,6,19,4,-999,0,23.47,92.18,98.66,3.08,9.05,273.7
2015,6,19,5,0.15,6.32,23.48,92.7,98.71,3.14,3.74,272.6
2015,6,19,6,0.24,76.18,24.35,89.52,98.77,4.03,2.13,271.3
2015,6,19,7,0.38,229.82,25.74,84.56,98.83,4.52,1.26,270.8
2015,6,19,8,0.45,394.02,27.81,74.48,98.86,6.36,0.07,274.5
2015,6,19,9,0.41,438.85,29.58,63.57,98.85,7.37,0.13,275.5
2015,6,19,10,0.44,531.8,31.12,54.25,98.8,8.08,0.55,274.4
2015,6,19,11,0.58,742.67,32.41,47.18,98.71,9,1.39,272.9
2015,6,19,12,0.47,594.92,33.33,42.3,98.61,9.87,3.18,271.9
2015,6,19,13,0.46,535.75,33.74,40,98.53,10.35,4.64,271.5
2015,6,19,14,0.46,461.12,33.55,40.71,98.48,10.36,2.33,270.8
2015,6,19,15,0.43,330.12,32.81,44.37,98.48,9.8,1,269.6
2015,6,19,16,0.31,149.23,31.55,50.35,98.52,8.59,0.31,268.1
2015,6,19,17,0.24,44.25,29.66,59.08,98.6,7.15,0.22,266.1
2015,6,19,18,-999,0,28,66.71,98.69,6.57,0.19,265.2
2015,6,19,19,-999,0,27.16,71.59,98.77,6.3,0.25,265.7
2015,6,19,20,-999,0,26.36,76.75,98.82,5.61,0.14,266.7
2015,6,19,21,-999,0,25.77,80.75,98.82,5.26,0.04,269.3
2015,6,19,22,-999,0,25.26,84.02,98.78,4.95,0.16,271.3
2015,6,19,23,-999,0,24.82,87.02,98.7,4.57,0.09,269.9
2015,6,20,0,-999,0,24.41,89.81,98.61,4.13,0.07,265.8
2015,6,20,1,-999,0,24.07,92.1,98.58,3.51,0.05,262.1
2015,6,20,2,-999,0,23.76,93.94,98.58,2.93,0.11,259.2
2015,6,20,3,-999,0,23.54,95.1,98.6,2.75,0.19,251.6
2015,6,20,4,-999,0,23.36,95.99,98.62,2.83,0.34,239.5
2015,6,20,5,0.24,9.88,23.45,95.63,98.67,3.03,0.54,230.4
2015,6,20,6,0.4,125.47,25.05,88.17,98.74,4.14,0.77,227.8
2015,6,20,7,0.52,314.25,27.65,75.88,98.79,5.9,0.97,242.2
2015,6,20,8,0.59,512.33,30.22,63.82,98.82,7.85,0.15,255.8
2015,6,20,9,0.64,686.72,32.07,55.29,98.81,8.92,0.09,261.8
2015,6,20,10,0.68,824.28,33.47,49.36,98.75,9.64,0.07,264.4
2015,6,20,11,0.63,808.88,34.42,45.4,98.66,10.17,0.16,265.9
2015,6,20,12,0.57,717.85,34.86,43.46,98.58,10.53,0.11,266.7
2015,6,20,13,0.55,638.9,34.79,43.21,98.51,10.76,0.14,267
2015,6,20,14,0.49,491.58,34.41,43.8,98.47,10.61,0.06,266.6
2015,6,20,15,0.46,349.8,33.69,45.31,98.45,10.18,0.04,265.8
2015,6,20,16,0.34,166.57,32.51,48.27,98.47,9.43,0,264.5
2015,6,20,17,0.27,50.05,30.69,54.04,98.53,7.98,0,262.3
2015,6,20,18,-999,0,28.85,60.52,98.63,7.04,0,261.3
2015,6,20,19,-999,0,27.77,65.45,98.71,6.45,0,261.9
2015,6,20,20,-999,0,26.82,70.78,98.76,5.53,0,262.3
2015,6,20,21,-999,0,26.09,75.65,98.78,4.75,0,260.2
2015,6,20,22,-999,0,25.59,79.56,98.74,4.3,0,256.1
2015,6,20,23,-999,0,25.21,82.93,98.69,3.86,0,250.5
2015,6,21,0,-999,0,24.85,85.92,98.63,3.46,0,243.6
2015,6,21,1,-999,0,24.54,88.24,98.59,3.23,0,236
2015,6,21,2,-999,0,24.33,89.65,98.57,3.16,0.02,229.8
2015,6,21,3,-999,0,24.14,90.81,98.6,3.1,0.02,224.7
2015,6,21,4,-999,0,24,91.51,98.65,3.05,0.04,221.3
2015,6,21,5,0.25,10.25,24.03,91.29,98.71,3.22,0.17,219.1
2015,6,21,6,0.4,125.6,25.22,85.23,98.77,4.21,0.51,218
2015,6,21,7,0.51,306.95,27.32,75.28,98.82,5.92,0.63,235
2015,6,21,8,0.61,527.88,29.61,63.86,98.84,7.97,0.54,247.5
2015,6,21,9,0.66,705.65,31.41,54.44,98.84,8.99,0.58,252.5
2015,6,21,10,0.6,731.62,32.72,47.71,98.82,9.8,0.66,256.3
2015,6,21,11,0.67,858.08,33.5,44.11,98.77,10.45,0.84,259.1
2015,6,21,12,0.66,829.4,33.57,43.49,98.72,10.86,1.27,261
2015,6,21,13,0.62,716.35,33.18,44.67,98.66,10.91,0.96,262
2015,6,21,14,0.55,552.28,32.53,46.6,98.62,10.84,0.77,261
2015,6,21,15,0.49,373.15,31.57,49.57,98.62,10.5,0.3,259.1
2015,6,21,16,0.38,187.02,30.3,54.1,98.66,9.6,0.07,257.4
2015,6,21,17,0.28,53.1,28.88,60.12,98.73,8.24,0.03,256.3
2015,6,21,18,-999,0,27.67,65.81,98.79,7.33,0.01,256
2015,6,21,19,-999,0,26.98,69.74,98.85,6.86,0,254.7
2015,6,21,20,-999,0,26.42,73.22,98.87,6.58,0,253.8
2015,6,21,21,-999,0,26,76.65,98.89,6,0,254.7
2015,6,21,22,-999,0,25.66,80.24,98.88,5.22,0,253.1
2015,6,21,23,-999,0,25.37,83.42,98.84,4.63,0,248.7
2015,6,22,0,-999,0,25.19,85.43,98.78,4.52,0,246.1
2015,6,22,1,-999,0,24.96,87.22,98.74,4.36,0,245.2
2015,6,22,2,-999,0,24.7,88.78,98.74,4.09,0,246.1
2015,6,22,3,-999,0,24.5,89.65,98.75,4.07,0,247.9
2015,6,22,4,-999,0,24.29,90.43,98.75,4.04,0,249.1
2015,6,22,5,0.2,8.02,24.21,90.68,98.77,4,0,246.7
2015,6,22,6,0.36,111.78,25.41,84.51,98.83,4.81,0,240.8
2015,6,22,7,0.5,304.2,27.56,73.31,98.88,6.23,0,244.1
2015,6,22,8,0.6,522.08,29.94,61.49,98.91,7.91,0,249.4
2015,6,22,9,0.61,649.17,32.01,51.63,98.9,8.85,0,252.2
2015,6,22,10,0.61,736.65,33.66,44.88,98.83,9.46,0.01,255.3
2015,6,22,11,0.71,903.15,34.84,41.21,98.75,9.73,0.01,257.7
2015,6,22,12,0.68,857.2,35.44,39.8,98.66,9.89,0.01,259.5
2015,6,22,13,0.64,749.5,35.51,40.21,98.58,9.95,0.02,261.4
2015,6,22,14,0.54,542.3,35.01,42.09,98.53,10.04,0.04,262.8
2015,6,22,15,0.49,373.73,34.06,44.78,98.54,9.93,0.02,263.9
2015,6,22,16,0.44,217.05,32.7,48.82,98.6,9.21,0,263.8
2015,6,22,17,0.32,60.53,31.07,54.41,98.69,7.93,0,262.8
2015,6,22,18,-999,0,29.46,60.82,98.77,6.71,0,260.6
2015,6,22,19,-999,0,28.29,66.8,98.86,5.46,0,256.5
2015,6,22,20,-999,0,27.31,72.62,98.93,4.39,0,250.5
2015,6,22,21,-999,0,26.58,77.18,98.97,3.84,0,244.9
2015,6,22,22,-999,0,26.02,80.66,98.98,3.63,0,241.5
2015,6,22,23,-999,0,25.56,83.43,98.94,3.53,0,238.2
