-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2020 through 12/31/2024 in LST
Location: Latitude  34.15   Longitude 77.58 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 4532.61 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN      CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
ALLSKY_SFC_SW_DNI      CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (Wh/m^2) 
ALLSKY_SFC_SW_DIFF     CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (Wh/m^2) 
T2M                    MERRA-2 Temperature at 2 Meters (C) 
RH2M                   MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M                  MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,T2M,RH2M,WS10M
2021,10,16,23,0.0,0.0,0.0,-2.28,46.98,1.57
2021,10,17,0,0.0,0.0,0.0,-2.48,49.1,1.59
2021,10,17,1,0.0,0.0,0.0,-2.53,50.63,1.51
2021,10,17,2,0.0,0.0,0.0,-2.58,52.35,1.44
2021,10,17,3,0.0,0.0,0.0,-2.64,54.15,1.42
2021,10,17,4,0.0,0.0,0.0,-2.7,55.98,1.45
2021,10,17,5,0.0,0.0,0.0,-2.78,57.37,1.52
2021,10,17,6,64.5,193.11,40.25,-2.56,58.65,1.46
2021,10,17,7,267.58,576.95,101.86,0.36,45.01,2.26
2021,10,17,8,373.98,518.47,150.5,2.63,34.15,3.11
2021,10,17,9,463.7,346.46,268.86,4.14,30.23,3.32
2021,10,17,10,560.38,192.79,369.93,5.48,29.28,2.93
2021,10,17,11,599.88,193.37,404.93,6.42,29.73,2.44
2021,10,17,12,493.17,331.59,230.3,5.41,35.44,3.16
2021,10,17,13,452.12,515.17,176.81,3.76,45.52,2.59
2021,10,17,14,304.6,136.28,205.29,2.58,54.08,2.09
2021,10,17,15,184.77,107.75,143.93,1.76,59.38,1.67
2021,10,17,16,57.78,11.6,57.32,0.96,64.05,0.91
2021,10,17,17,0.0,0.0,0.0,-0.55,73.46,0.72
2021,10,17,18,0.0,0.0,0.0,-2.16,81.0,1.68
2021,10,17,19,0.0,0.0,0.0,-2.33,82.68,1.39
2021,10,17,20,0.0,0.0,0.0,-2.13,82.83,1.21
2021,10,17,21,0.0,0.0,0.0,-2.36,86.68,1.0
2021,10,17,22,0.0,0.0,0.0,-2.76,90.14,1.11
2021,10,17,23,0.0,0.0,0.0,-2.92,91.66,0.73
2021,10,18,0,0.0,0.0,0.0,-3.0,92.41,0.35
2021,10,18,1,0.0,0.0,0.0,-3.07,92.9,0.32
2021,10,18,2,0.0,0.0,0.0,-3.12,92.82,0.38
2021,10,18,3,0.0,0.0,0.0,-3.17,92.97,0.24
2021,10,18,4,0.0,0.0,0.0,-3.21,92.89,0.47
2021,10,18,5,0.0,0.0,0.0,-3.21,93.11,0.43
2021,10,18,6,29.83,0.0,28.21,-3.16,92.54,0.71
2021,10,18,7,128.5,0.0,127.97,-2.29,86.78,1.53
2021,10,18,8,239.52,0.0,211.73,-0.51,78.04,2.37
2021,10,18,9,160.18,0.0,137.82,0.61,72.0,2.97
2021,10,18,10,177.73,0.0,149.65,1.2,67.03,3.57
2021,10,18,11,175.02,16.94,142.34,1.5,64.2,3.84
2021,10,18,12,100.85,0.0,83.86,1.44,63.2,4.16
2021,10,18,13,70.8,0.23,57.56,1.14,63.01,4.25
2021,10,18,14,88.55,0.0,76.76,0.7,63.3,3.93
2021,10,18,15,36.95,0.4,34.2,0.16,64.77,3.44
2021,10,18,16,39.62,5.02,38.03,-1.28,69.96,2.76
2021,10,18,17,0.0,0.0,0.0,-3.29,73.72,2.59
2021,10,18,18,0.0,0.0,0.0,-4.05,72.64,2.47
2021,10,18,19,0.0,0.0,0.0,-5.04,73.45,2.22
2021,10,18,20,0.0,0.0,0.0,-5.96,76.97,1.94
2021,10,18,21,0.0,0.0,0.0,-6.79,82.42,1.67
2021,10,18,22,0.0,0.0,0.0,-7.85,89.47,1.62
2021,10,18,23,0.0,0.0,0.0,-8.89,97.36,1.76
2021,10,19,0,0.0,0.0,0.0,-9.76,100.0,1.84
2021,10,19,1,0.0,0.0,0.0,-10.39,100.0,1.87
2021,10,19,2,0.0,0.0,0.0,-10.81,100.0,1.85
2021,10,19,3,0.0,0.0,0.0,-11.11,100.0,1.82
2021,10,19,4,0.0,0.0,0.0,-11.38,100.0,1.77
2021,10,19,5,0.0,0.0,0.0,-11.62,100.0,1.72
2021,10,19,6,60.28,240.68,36.85,-11.49,100.0,1.73
2021,10,19,7,280.7,695.86,82.63,-8.69,84.6,1.63
2021,10,19,8,443.2,705.41,125.82,-4.24,58.05,1.16
2021,10,19,9,572.3,819.2,127.59,-1.23,41.67,1.81
2021,10,19,10,630.47,777.66,127.49,0.72,35.0,2.79
2021,10,19,11,516.35,659.18,109.91,1.91,35.89,3.28
2021,10,19,12,558.08,676.97,125.36,2.9,33.3,3.95
2021,10,19,13,496.55,706.21,102.07,3.54,30.73,4.45
2021,10,19,14,379.62,685.92,67.57,3.68,29.83,4.43
2021,10,19,15,235.0,585.63,49.95,3.25,31.36,3.88
2021,10,19,16,100.45,459.48,37.63,1.13,42.73,2.37
2021,10,19,17,0.0,0.0,0.0,-1.74,34.39,1.89
2021,10,19,18,0.0,0.0,0.0,-3.03,34.78,1.8
2021,10,19,19,0.0,0.0,0.0,-4.15,39.79,1.91
2021,10,19,20,0.0,0.0,0.0,-5.31,46.37,2.1
2021,10,19,21,0.0,0.0,0.0,-6.3,52.61,2.17
2021,10,19,22,0.0,0.0,0.0,-7.25,59.13,2.18
2021,10,19,23,0.0,0.0,0.0,-8.18,67.22,2.2
2021,10,20,0,0.0,0.0,0.0,-9.05,75.56,2.2
2021,10,20,1,0.0,0.0,0.0,-9.82,83.38,2.2
2021,10,20,2,0.0,0.0,0.0,-10.39,87.7,2.41
2021,10,20,3,0.0,0.0,0.0,-10.95,89.44,2.46
2021,10,20,4,0.0,0.0,0.0,-11.33,89.7,2.4
2021,10,20,5,0.0,0.0,0.0,-11.64,88.92,2.6
2021,10,20,6,75.68,489.94,22.37,-11.82,86.14,2.98
2021,10,20,7,307.3,931.82,42.91,-9.2,70.95,2.9
2021,10,20,8,441.4,657.76,137.27,-3.83,51.0,2.43
2021,10,20,9,566.8,776.99,145.76,-0.02,36.31,2.6
2021,10,20,10,505.2,682.83,101.46,2.35,30.21,3.23
2021,10,20,11,683.17,776.54,183.26,3.61,27.13,3.9
2021,10,20,12,639.33,685.37,204.13,4.48,25.27,4.7
2021,10,20,13,524.17,687.69,138.35,4.91,24.29,5.45
2021,10,20,14,400.42,425.81,187.0,4.8,24.47,5.91
2021,10,20,15,257.35,680.23,46.13,3.92,27.31,5.75
2021,10,20,16,98.8,439.87,39.8,1.01,38.92,3.98
2021,10,20,17,0.0,0.0,0.0,-3.62,50.63,3.18
2021,10,20,18,0.0,0.0,0.0,-4.03,50.51,2.73
2021,10,20,19,0.0,0.0,0.0,-4.04,52.12,2.34
2021,10,20,20,0.0,0.0,0.0,-4.39,55.5,2.13
2021,10,20,21,0.0,0.0,0.0,-4.85,59.59,1.95
2021,10,20,22,0.0,0.0,0.0,-5.47,63.83,1.87
2021,10,20,23,0.0,0.0,0.0,-6.17,68.29,1.83
2021,10,21,0,0.0,0.0,0.0,-6.82,72.77,1.79
2021,10,21,1,0.0,0.0,0.0,-7.43,77.6,1.75
2021,10,21,2,0.0,0.0,0.0,-8.03,82.37,1.8
2021,10,21,3,0.0,0.0,0.0,-8.53,85.74,1.9
2021,10,21,4,0.0,0.0,0.0,-8.91,87.36,1.93
2021,10,21,5,0.0,0.0,0.0,-9.22,88.11,1.94
2021,10,21,6,73.4,477.05,20.87,-9.05,83.82,2.17
2021,10,21,7,300.62,929.73,40.54,-6.35,68.91,2.65
2021,10,21,8,446.67,700.88,134.85,-2.35,49.98,2.42
2021,10,21,9,576.38,747.17,172.58,0.99,31.05,2.38
2021,10,21,10,657.12,705.48,193.44,2.55,27.1,2.96
2021,10,21,11,632.42,765.78,135.54,3.57,24.58,3.72
2021,10,21,12,621.85,594.34,236.54,4.25,22.94,4.49
2021,10,21,13,517.8,383.68,252.1,4.51,21.83,5.3
2021,10,21,14,379.98,425.78,165.31,4.23,21.68,5.89
2021,10,21,15,229.18,452.66,94.1,3.26,23.21,5.96
2021,10,21,16,76.22,218.74,59.47,0.46,31.94,4.36
2021,10,21,17,0.0,0.0,0.0,-4.48,48.53,3.33
2021,10,21,18,0.0,0.0,0.0,-5.05,51.47,2.97
2021,10,21,19,0.0,0.0,0.0,-5.09,54.05,2.7
2021,10,21,20,0.0,0.0,0.0,-5.23,57.1,2.5
2021,10,21,21,0.0,0.0,0.0,-5.46,59.95,2.32
2021,10,21,22,0.0,0.0,0.0,-5.76,62.51,2.14
2021,10,21,23,0.0,0.0,0.0,-6.23,65.58,1.99
2021,10,22,0,0.0,0.0,0.0,-6.93,69.1,1.97
2021,10,22,1,0.0,0.0,0.0,-7.68,73.14,1.99
2021,10,22,2,0.0,0.0,0.0,-8.38,77.09,2.06
2021,10,22,3,0.0,0.0,0.0,-8.95,79.71,2.14
2021,10,22,4,0.0,0.0,0.0,-9.4,81.2,2.15
2021,10,22,5,0.0,0.0,0.0,-9.76,81.32,2.21
2021,10,22,6,43.35,75.78,39.56,-9.71,77.78,2.82
2021,10,22,7,211.25,287.69,138.44,-7.23,59.74,3.45
2021,10,22,8,312.67,267.74,200.81,-3.13,36.87,3.94
2021,10,22,9,461.8,293.48,274.92,-0.49,27.49,5.09
2021,10,22,10,541.9,371.52,291.35,0.85,27.13,6.2
2021,10,22,11,579.88,123.27,448.44,1.74,28.01,7.34
2021,10,22,12,523.42,52.23,386.59,2.23,29.1,8.27
2021,10,22,13,430.92,45.26,352.59,2.19,30.99,8.92
2021,10,22,14,176.02,70.64,136.78,1.63,33.74,9.11
2021,10,22,15,123.28,133.81,89.89,0.67,36.88,8.74
2021,10,22,16,42.47,38.35,38.34,-1.1,42.58,7.57
2021,10,22,17,0.0,0.0,0.0,-3.68,52.06,5.73
2021,10,22,18,0.0,0.0,0.0,-5.17,58.68,4.92
2021,10,22,19,0.0,0.0,0.0,-6.13,63.5,4.37
2021,10,22,20,0.0,0.0,0.0,-6.28,65.39,4.04
2021,10,22,21,0.0,0.0,0.0,-5.83,65.41,3.55
2021,10,22,22,0.0,0.0,0.0,-5.48,65.64,3.17
2021,10,22,23,0.0,0.0,0.0,-5.35,65.6,3.62
2021,10,23,0,0.0,0.0,0.0,-5.7,69.8,3.75
2021,10,23,1,0.0,0.0,0.0,-5.89,72.17,3.81
2021,10,23,2,0.0,0.0,0.0,-5.99,72.24,4.03
2021,10,23,3,0.0,0.0,0.0,-6.08,70.97,4.53
2021,10,23,4,0.0,0.0,0.0,-6.75,69.94,5.24
2021,10,23,5,0.0,0.0,0.0,-7.48,68.67,5.7
2021,10,23,6,12.57,0.0,12.1,-7.46,68.09,4.54
2021,10,23,7,49.88,0.0,49.72,-5.83,62.69,5.23
2021,10,23,8,51.8,0.0,47.26,-3.38,53.53,7.61
2021,10,23,9,137.45,0.0,104.54,-2.12,47.23,9.4
2021,10,23,10,99.5,0.0,74.16,-1.28,44.72,10.07
2021,10,23,11,191.85,13.36,135.8,-0.7,43.43,10.16
2021,10,23,12,131.88,0.0,110.78,-0.5,43.35,9.86
2021,10,23,13,160.65,23.51,130.18,-0.68,44.15,9.47
2021,10,23,14,102.07,11.0,82.94,-1.25,46.8,8.45
2021,10,23,15,13.77,22.72,10.36,-2.13,52.21,6.78
2021,10,23,16,23.83,0.0,22.89,-3.8,59.91,4.75
2021,10,23,17,0.0,0.0,0.0,-5.99,68.24,3.33
2021,10,23,18,0.0,0.0,0.0,-6.57,70.22,3.08
2021,10,23,19,0.0,0.0,0.0,-7.03,71.21,3.09
2021,10,23,20,0.0,0.0,0.0,-7.5,71.04,3.25
2021,10,23,21,0.0,0.0,0.0,-8.1,71.5,3.33
2021,10,23,22,0.0,0.0,0.0,-8.77,69.64,3.35
2021,10,23,23,0.0,0.0,0.0,-9.01,66.77,2.9
2021,10,24,0,0.0,0.0,0.0,-9.61,69.3,2.37
2021,10,24,1,0.0,0.0,0.0,-10.31,71.14,2.45
2021,10,24,2,0.0,0.0,0.0,-10.22,67.97,2.87
2021,10,24,3,0.0,0.0,0.0,-9.87,66.93,2.77
2021,10,24,4,0.0,0.0,0.0,-9.69,66.57,2.54
2021,10,24,5,0.0,0.0,0.0,-9.57,66.24,2.35
2021,10,24,6,26.1,0.0,25.18,-9.4,65.27,2.26
2021,10,24,7,41.42,0.0,41.48,-8.08,59.98,2.16
2021,10,24,8,81.25,3.46,73.71,-5.7,59.77,2.5
2021,10,24,9,190.45,21.94,161.69,-4.44,50.1,3.35
2021,10,24,10,202.15,9.82,172.43,-3.84,48.88,3.83
2021,10,24,11,240.07,14.36,200.1,-3.41,49.78,4.1
2021,10,24,12,294.9,113.27,197.45,-3.22,51.76,4.13
2021,10,24,13,242.02,3.08,208.64,-3.21,53.5,3.7
2021,10,24,14,89.5,52.95,69.67,-3.35,55.94,3.11
2021,10,24,15,42.0,39.7,35.31,-3.69,62.17,2.39
2021,10,24,16,30.98,0.0,29.76,-4.55,72.07,1.45
2021,10,24,17,0.0,0.0,0.0,-5.66,65.69,0.96
2021,10,24,18,0.0,0.0,0.0,-6.62,66.55,0.82
2021,10,24,19,0.0,0.0,0.0,-7.61,69.91,1.12
2021,10,24,20,0.0,0.0,0.0,-8.44,72.66,1.42
2021,10,24,21,0.0,0.0,0.0,-9.13,75.85,1.63
2021,10,24,22,0.0,0.0,0.0,-9.84,79.32,1.72
2021,10,24,23,0.0,0.0,0.0,-10.53,83.95,1.75
2021,10,25,0,0.0,0.0,0.0,-11.2,88.71,1.77
2021,10,25,1,0.0,0.0,0.0,-11.79,92.26,1.76
2021,10,25,2,0.0,0.0,0.0,-12.18,92.88,1.79
2021,10,25,3,0.0,0.0,0.0,-12.69,94.02,1.85
2021,10,25,4,0.0,0.0,0.0,-13.34,96.33,1.94
2021,10,25,5,0.0,0.0,0.0,-13.67,96.79,1.99
2021,10,25,6,26.08,50.77,24.75,-14.06,97.22,2.01
2021,10,25,7,132.12,173.95,87.67,-13.57,91.01,2.01
2021,10,25,8,215.73,314.99,80.55,-10.5,75.46,2.24
2021,10,25,9,305.95,388.13,88.97,-7.91,64.56,3.01
2021,10,25,10,324.33,394.26,118.26,-6.77,62.02,3.4
2021,10,25,11,366.77,335.42,127.79,-6.13,61.5,3.43
2021,10,25,12,339.42,202.02,211.59,-5.66,60.51,3.38
2021,10,25,13,308.05,382.95,132.74,-5.47,59.26,3.26
2021,10,25,14,177.15,221.35,75.01,-5.53,57.84,3.12
2021,10,25,15,118.25,233.36,51.09,-5.93,57.59,2.8
2021,10,25,16,42.9,91.39,37.9,-7.47,67.27,1.8
2021,10,25,17,0.0,0.0,0.0,-9.37,57.25,1.31
2021,10,25,18,0.0,0.0,0.0,-10.82,59.32,0.76
2021,10,25,19,0.0,0.0,0.0,-11.87,63.49,0.22
2021,10,25,20,0.0,0.0,0.0,-13.18,70.52,0.4
2021,10,25,21,0.0,0.0,0.0,-14.81,79.59,1.05
2021,10,25,22,0.0,0.0,0.0,-16.09,88.95,1.5
2021,10,25,23,0.0,0.0,0.0,-17.21,98.01,1.79
2021,10,26,0,0.0,0.0,0.0,-18.42,100.0,2.01
2021,10,26,1,0.0,0.0,0.0,-19.69,100.0,2.21
2021,10,26,2,0.0,0.0,0.0,-21.04,100.0,2.42
2021,10,26,3,0.0,0.0,0.0,-22.03,100.0,2.53
2021,10,26,4,0.0,0.0,0.0,-22.73,100.0,2.59
2021,10,26,5,0.0,0.0,0.0,-23.37,100.0,2.62
2021,10,26,6,47.47,244.9,27.21,-23.95,100.0,2.66
2021,10,26,7,261.27,756.39,58.79,-22.66,93.36,2.57
2021,10,26,8,442.35,762.62,109.73,-17.87,79.04,2.42
2021,10,26,9,591.0,894.54,117.76,-12.27,68.89,2.35
2021,10,26,10,603.62,855.79,95.9,-7.75,53.53,2.03
2021,10,26,11,405.3,531.43,66.91,-5.27,45.32,2.45
2021,10,26,12,517.6,663.42,83.69,-4.38,44.4,2.7
2021,10,26,13,324.95,443.46,74.38,-4.02,43.89,2.94
2021,10,26,14,279.88,442.26,75.89,-4.1,43.74,2.81
2021,10,26,15,179.73,380.13,69.25,-4.61,48.83,2.4
2021,10,26,16,51.6,137.08,40.74,-6.04,58.52,1.76
2021,10,26,17,0.0,0.0,0.0,-7.95,53.43,1.41
2021,10,26,18,0.0,0.0,0.0,-8.91,54.21,1.13
2021,10,26,19,0.0,0.0,0.0,-9.47,52.84,1.03
2021,10,26,20,0.0,0.0,0.0,-9.92,55.71,0.74
2021,10,26,21,0.0,0.0,0.0,-10.34,59.32,0.4
2021,10,26,22,0.0,0.0,0.0,-10.73,63.34,0.17
2021,10,26,23,0.0,0.0,0.0,-11.02,66.18,0.22
2021,10,27,0,0.0,0.0,0.0,-11.25,70.38,0.53
2021,10,27,1,0.0,0.0,0.0,-11.53,75.91,0.97
2021,10,27,2,0.0,0.0,0.0,-11.93,81.7,1.25
2021,10,27,3,0.0,0.0,0.0,-12.22,85.19,1.39
2021,10,27,4,0.0,0.0,0.0,-12.61,88.29,1.48
2021,10,27,5,0.0,0.0,0.0,-13.02,90.26,1.56
2021,10,27,6,34.28,123.74,25.64,-13.43,91.78,1.63
2021,10,27,7,245.12,639.17,78.59,-13.07,90.32,1.6
2021,10,27,8,377.88,683.62,101.45,-11.06,85.39,1.75
2021,10,27,9,491.92,673.23,114.37,-8.65,76.08,1.84
2021,10,27,10,374.58,472.63,84.99,-7.13,70.02,1.91
2021,10,27,11,464.73,475.81,132.84,-6.23,65.82,2.06
2021,10,27,12,387.12,393.46,119.78,-5.68,62.51,2.24
2021,10,27,13,325.4,282.99,148.45,-5.42,58.68,2.23
2021,10,27,14,244.43,328.33,95.04,-5.37,54.8,2.07
2021,10,27,15,172.73,349.54,69.49,-5.71,53.43,1.65
2021,10,27,16,51.92,126.53,38.37,-6.75,56.01,0.93
2021,10,27,17,0.0,0.0,0.0,-8.55,49.26,0.55
2021,10,27,18,0.0,0.0,0.0,-10.11,52.55,0.34
2021,10,27,19,0.0,0.0,0.0,-11.1,56.63,0.13
2021,10,27,20,0.0,0.0,0.0,-12.24,61.88,0.37
2021,10,27,21,0.0,0.0,0.0,-13.92,71.58,0.87
2021,10,27,22,0.0,0.0,0.0,-15.32,80.24,1.33
2021,10,27,23,0.0,0.0,0.0,-16.39,83.39,1.78
2021,10,28,0,0.0,0.0,0.0,-17.53,90.58,2.01
2021,10,28,1,0.0,0.0,0.0,-18.57,97.5,2.14
2021,10,28,2,0.0,0.0,0.0,-19.48,100.0,2.22
2021,10,28,3,0.0,0.0,0.0,-20.34,100.0,2.3
2021,10,28,4,0.0,0.0,0.0,-21.2,100.0,2.4
2021,10,28,5,0.0,0.0,0.0,-21.87,100.0,2.51
2021,10,28,6,51.22,327.59,24.66,-22.4,100.0,2.61
2021,10,28,7,274.95,877.75,49.52,-21.27,96.47,2.66
2021,10,28,8,453.27,823.34,105.56,-16.63,79.4,2.54
2021,10,28,9,594.65,848.81,128.92,-11.38,66.82,2.56
2021,10,28,10,637.85,810.98,122.83,-6.65,51.63,2.22
2021,10,28,11,439.42,602.26,64.34,-3.51,39.86,2.29
2021,10,28,12,428.12,629.01,77.62,-2.35,37.43,2.59
2021,10,28,13,491.38,772.74,82.71,-1.86,36.98,2.95
2021,10,28,14,335.35,698.31,55.17,-1.9,37.63,3.02
2021,10,28,15,214.68,556.87,56.93,-2.53,47.29,2.5
2021,10,28,16,61.28,228.19,36.4,-4.41,50.97,1.95
2021,10,28,17,0.0,0.0,0.0,-6.81,48.39,1.51
2021,10,28,18,0.0,0.0,0.0,-8.39,50.53,1.15
2021,10,28,19,0.0,0.0,0.0,-9.43,54.02,0.69
2021,10,28,20,0.0,0.0,0.0,-10.33,57.78,0.38
2021,10,28,21,0.0,0.0,0.0,-11.33,61.96,0.77
2021,10,28,22,0.0,0.0,0.0,-12.85,69.17,1.36
2021,10,28,23,0.0,0.0,0.0,-14.2,78.72,1.69
2021,10,29,0,0.0,0.0,0.0,-15.22,85.27,1.88
2021,10,29,1,0.0,0.0,0.0,-16.26,90.67,1.99
2021,10,29,2,0.0,0.0,0.0,-17.22,93.54,2.25
2021,10,29,3,0.0,0.0,0.0,-18.0,95.39,2.48
2021,10,29,4,0.0,0.0,0.0,-18.63,97.25,2.59
2021,10,29,5,0.0,0.0,0.0,-19.18,99.96,2.66
2021,10,29,6,49.38,312.77,22.34,-19.6,100.0,2.68
2021,10,29,7,268.1,868.69,48.06,-18.36,90.2,2.66
2021,10,29,8,443.83,809.05,107.21,-13.25,71.26,2.47
2021,10,29,9,571.1,808.68,134.14,-8.15,55.1,2.49
2021,10,29,10,374.38,587.74,71.82,-4.97,44.18,3.21
2021,10,29,11,659.25,819.63,135.66,-3.62,41.04,3.96
2021,10,29,12,507.4,623.55,104.13,-3.01,39.74,4.28
2021,10,29,13,349.7,495.35,118.25,-2.85,40.15,4.47
2021,10,29,14,266.83,438.96,72.75,-3.09,42.15,4.5
2021,10,29,15,179.55,431.7,58.22,-3.85,49.63,3.92
2021,10,29,16,54.75,193.86,37.93,-5.8,57.13,3.09
2021,10,29,17,0.0,0.0,0.0,-8.0,62.49,2.2
2021,10,29,18,0.0,0.0,0.0,-8.51,66.36,1.69
2021,10,29,19,0.0,0.0,0.0,-9.01,66.39,1.56
2021,10,29,20,0.0,0.0,0.0,-9.72,71.07,1.27
2021,10,29,21,0.0,0.0,0.0,-10.67,78.51,1.03
2021,10,29,22,0.0,0.0,0.0,-11.65,85.28,1.05
2021,10,29,23,0.0,0.0,0.0,-12.59,90.96,1.17
2021,10,30,0,0.0,0.0,0.0,-13.67,96.77,1.37
2021,10,30,1,0.0,0.0,0.0,-14.67,100.0,1.54
2021,10,30,2,0.0,0.0,0.0,-15.38,100.0,1.8
2021,10,30,3,0.0,0.0,0.0,-15.99,100.0,2.06
2021,10,30,4,0.0,0.0,0.0,-16.59,100.0,2.24
2021,10,30,5,0.0,0.0,0.0,-17.14,100.0,2.39
2021,10,30,6,45.5,314.01,21.11,-17.51,100.0,2.49
2021,10,30,7,264.38,857.78,47.17,-16.3,95.08,2.53
2021,10,30,8,417.25,765.97,109.33,-10.97,67.2,2.26
2021,10,30,9,522.8,788.7,127.21,-7.41,54.01,2.12
2021,10,30,10,458.7,652.12,107.79,-5.16,42.78,1.73
2021,10,30,11,547.6,631.23,146.27,-3.84,38.41,1.87
2021,10,30,12,485.65,567.71,143.44,-3.04,36.25,2.25
2021,10,30,13,427.33,643.42,84.96,-2.68,35.13,2.65
2021,10,30,14,305.35,619.01,61.06,-2.69,34.95,3.04
2021,10,30,15,202.4,544.57,53.69,-3.27,41.55,3.0
2021,10,30,16,54.15,220.1,32.94,-5.37,45.34,2.7
2021,10,30,17,0.0,0.0,0.0,-8.07,53.02,1.99
2021,10,30,18,0.0,0.0,0.0,-9.06,55.86,1.78
2021,10,30,19,0.0,0.0,0.0,-9.85,60.28,1.7
2021,10,30,20,0.0,0.0,0.0,-10.55,65.31,1.6
2021,10,30,21,0.0,0.0,0.0,-11.13,65.16,1.56
2021,10,30,22,0.0,0.0,0.0,-11.47,64.69,1.62
2021,10,30,23,0.0,0.0,0.0,-11.55,65.14,1.57
2021,10,31,0,0.0,0.0,0.0,-11.68,68.41,1.37
2021,10,31,1,0.0,0.0,0.0,-11.86,72.09,1.25
2021,10,31,2,0.0,0.0,0.0,-12.07,74.76,1.11
2021,10,31,3,0.0,0.0,0.0,-12.3,77.23,0.97
2021,10,31,4,0.0,0.0,0.0,-12.89,81.97,0.74
2021,10,31,5,0.0,0.0,0.0,-13.62,87.16,0.5
2021,10,31,6,48.58,343.94,13.91,-14.08,89.93,0.12
2021,10,31,7,273.58,898.79,28.75,-12.76,77.45,0.52
2021,10,31,8,417.73,822.26,92.45,-8.63,47.13,0.68
2021,10,31,9,257.55,491.96,39.69,-6.25,37.52,1.12
2021,10,31,10,621.55,834.97,126.9,-4.97,33.82,1.02
2021,10,31,11,606.08,841.05,112.12,-4.02,30.3,0.51
2021,10,31,12,551.45,805.94,77.87,-3.1,27.79,0.66
2021,10,31,13,390.3,589.45,92.41,-2.44,27.58,1.67
2021,10,31,14,312.6,590.1,58.24,-2.38,27.8,2.26
2021,10,31,15,186.82,553.67,48.54,-2.88,34.46,2.23
2021,10,31,16,40.2,54.57,39.61,-4.34,37.44,1.88
2021,10,31,17,0.0,0.0,0.0,-6.14,44.21,1.37
2021,10,31,18,0.0,0.0,0.0,-7.07,44.3,1.26
2021,10,31,19,0.0,0.0,0.0,-7.74,48.47,1.31
2021,10,31,20,0.0,0.0,0.0,-8.32,54.13,1.46
2021,10,31,21,0.0,0.0,0.0,-8.94,57.49,1.51
2021,10,31,22,0.0,0.0,0.0,-9.42,52.37,1.7
2021,10,31,23,0.0,0.0,0.0,-9.96,52.38,1.81
2021,11,1,0,0.0,0.0,0.0,-10.61,55.84,1.85
2021,11,1,1,0.0,0.0,0.0,-11.36,59.27,1.89
2021,11,1,2,0.0,0.0,0.0,-12.05,63.03,1.9
2021,11,1,3,0.0,0.0,0.0,-12.54,65.41,1.89
2021,11,1,4,0.0,0.0,0.0,-12.87,67.4,1.84
2021,11,1,5,0.0,0.0,0.0,-13.18,69.83,1.83
2021,11,1,6,23.3,59.92,23.21,-13.46,72.16,1.87
2021,11,1,7,178.07,332.02,100.53,-12.15,65.42,2.03
2021,11,1,8,330.2,535.37,135.47,-8.41,50.06,2.34
2021,11,1,9,430.52,364.82,202.09,-6.09,39.37,3.04
2021,11,1,10,473.12,355.6,252.36,-5.08,37.97,3.4
2021,11,1,11,471.1,178.97,282.72,-4.51,37.71,3.79
2021,11,1,12,483.73,235.88,299.53,-4.41,38.47,3.96
2021,11,1,13,363.7,127.32,264.44,-4.75,40.94,3.96
2021,11,1,14,214.98,155.21,145.55,-5.17,44.32,3.7
2021,11,1,15,99.18,132.85,67.78,-5.73,49.49,3.19
2021,11,1,16,31.95,37.64,32.52,-6.68,56.16,2.54
2021,11,1,17,0.0,0.0,0.0,-7.63,56.63,2.33
2021,11,1,18,0.0,0.0,0.0,-7.87,59.37,2.17
2021,11,1,19,0.0,0.0,0.0,-7.92,62.37,2.15
2021,11,1,20,0.0,0.0,0.0,-8.11,66.17,2.31
2021,11,1,21,0.0,0.0,0.0,-8.53,70.56,2.54
2021,11,1,22,0.0,0.0,0.0,-9.04,75.11,2.79
2021,11,1,23,0.0,0.0,0.0,-9.51,78.96,2.97
2021,11,2,0,0.0,0.0,0.0,-9.93,81.21,3.07
2021,11,2,1,0.0,0.0,0.0,-10.31,82.49,3.05
2021,11,2,2,0.0,0.0,0.0,-10.65,83.49,2.86
2021,11,2,3,0.0,0.0,0.0,-11.0,84.56,2.7
2021,11,2,4,0.0,0.0,0.0,-11.32,85.83,2.59
2021,11,2,5,0.0,0.0,0.0,-11.63,86.6,2.49
2021,11,2,6,22.73,14.62,26.26,-11.88,86.92,2.43
2021,11,2,7,168.88,170.93,128.05,-11.23,82.03,2.46
2021,11,2,8,353.12,401.32,176.34,-9.01,68.37,2.5
2021,11,2,9,361.25,241.67,211.36,-7.64,58.89,2.53
2021,11,2,10,477.05,251.11,304.62,-6.8,54.73,2.6
2021,11,2,11,547.8,185.76,368.14,-6.13,51.89,2.67
